ActionSet,arrive.w move.e arrive.m,arrive.m move.e arrive.e,arrive.m move.e arrive.m,arrive.m move.e arrive.w,arrive.e pickup pickupfail,arrive.e pickup pickupsuccess,pickupfail pickup pickupsuccess,pickupfail pickup pickupfail,pickupsuccess move.w arrive.w,pickupsuccess move.w arrive.m,pickupsuccess move.w arrive.e,arrive.w putdown putfail,arrive.w putdown putsuccess,putfail putdown putsuccess,putfail putdown putfail,putsuccess move.e arrive.w,putsuccess move.e arrive.m,putsuccess move.e arrive.e,arrive.m move.w arrive.w,arrive.m move.w arrive.m,arrive.m move.w arrive.e,arrive.e move.w arrive.e,arrive.e move.w arrive.m,arrive.e move.w arrive.w,
20,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3615784362194398,0.6384215637805603,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.3615784362194398,0.6384215637805603,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.2305533918740009,0.5,0.5,0.5,
21,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.3615784362194398,0.6384215637805603,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.2305533918740009,0.5,0.5,0.5,
22,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3615784362194398,0.6384215637805603,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.2305533918740009,0.5,0.5,0.5,
23,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3615784362194398,0.6384215637805603,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
24,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.2305533918740009,0.5388932162519983,0.2305533918740009,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
25,1.0,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
26,1.0,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
27,1.0,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.28473154618945734,0.7152684538105426,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
28,1.0,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.28473154618945734,0.7152684538105426,0.5,0.5,0.15454435372910788,0.6909112925417843,0.15454435372910788,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.1917616093095759,0.5,0.5,0.5,
29,1.0,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.28473154618945734,0.7152684538105426,0.5,0.5,0.15454435372910788,0.6909112925417843,0.15454435372910788,0.3218540935526362,0.6781459064473637,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.5,0.5,0.5,
30,1.0,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.28473154618945734,0.7152684538105426,0.5,0.5,0.15454435372910788,0.6909112925417843,0.15454435372910788,0.28473154618945734,0.7152684538105426,0.5,0.5,0.1917616093095759,0.6164767813808482,0.1917616093095759,0.6909112925417843,0.15454435372910788,0.15454435372910788,0.5,0.5,0.5,
