ActionSet,arrive.w move.e arrive.m,arrive.m move.e arrive.e,arrive.m move.e arrive.m,arrive.m move.e arrive.w,arrive.e pickup pickupfail,arrive.e pickup pickupsuccess,pickupfail pickup pickupsuccess,pickupfail pickup pickupfail,pickupsuccess move.w arrive.w,pickupsuccess move.w arrive.m,pickupsuccess move.w arrive.e,arrive.w putdown putfail,arrive.w putdown putsuccess,putfail putdown putsuccess,putfail putdown putfail,putsuccess move.e arrive.w,putsuccess move.e arrive.m,putsuccess move.e arrive.e,arrive.m move.w arrive.w,arrive.m move.w arrive.m,arrive.m move.w arrive.e,arrive.e move.w arrive.e,arrive.e move.w arrive.m,arrive.e move.w arrive.w,
19,1.0,0.34414327409360906,0.32792836295319544,0.32792836295319544,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.32792836295319544,0.5,0.5,0.5,
20,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.32792836295319544,0.5,0.5,0.5,
21,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.32792836295319544,0.5,0.5,0.5,
22,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.32792836295319544,0.5,0.5,0.5,
23,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4925369455371642,0.5074630544628358,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
24,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.32792836295319544,0.34414327409360906,0.32792836295319544,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
25,1.0,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
26,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
27,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
28,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.3257405589355803,0.5,0.5,0.5,
29,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.4900735310492213,0.5099264689507786,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
30,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.3257405589355803,0.3485188821288394,0.3257405589355803,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
31,1.0,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
32,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
33,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
34,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.32356605635040225,0.5,0.5,0.5,
35,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48762195908493927,0.5123780409150607,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
36,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.32356605635040225,0.35286788729919555,0.32356605635040225,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
37,1.0,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
38,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
39,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
40,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.3214044253518405,0.5,0.5,0.5,
41,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48518206052578144,0.5148179394742185,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
42,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3214044253518405,0.35719114929631895,0.3214044253518405,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
43,1.0,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
44,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
45,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
46,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.3192552521327848,0.5,0.5,0.5,
47,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.48275367040846273,0.5172463295915373,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
48,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3192552521327848,0.36148949573443045,0.3192552521327848,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
49,1.0,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
50,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
51,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
52,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3171181382792798,0.5,0.5,0.5,
53,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.480336627818295,0.519663372181705,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
54,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3171181382792798,0.36576372344144037,0.3171181382792798,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
55,1.0,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
56,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
57,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
58,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3149927001615814,0.5,0.5,0.5,
59,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.47793077578602755,0.5220692242139724,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
60,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.3149927001615814,0.3700145996768372,0.3149927001615814,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
61,1.0,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
62,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
63,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
64,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.31287856835950817,0.5,0.5,0.5,
65,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4755359611880439,0.524464038811956,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
66,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.31287856835950817,0.3742428632809838,0.31287856835950817,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
67,1.0,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
68,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
69,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
70,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.3107753871199408,0.5,0.5,0.5,
71,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.4731520346497836,0.5268479653502164,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
72,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.3107753871199408,0.3784492257601185,0.3107753871199408,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
73,1.0,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
74,1.0,0.38679896278930215,0.306600518605349,0.306600518605349,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
75,1.0,0.38679896278930215,0.306600518605349,0.306600518605349,0.4684162664415605,0.5315837335584395,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
76,1.0,0.38679896278930215,0.306600518605349,0.306600518605349,0.4684162664415605,0.5315837335584395,0.5,0.5,0.306600518605349,0.38679896278930215,0.306600518605349,0.47077885045226087,0.5292211495477391,0.5,0.5,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.38263437231105646,0.30868281384447177,0.30868281384447177,0.5,0.5,0.5,
